Generated by pymatgen.io.lammps.data.LammpsData

16000  atoms

    1  atom types

0.000000 57.106000  xlo xhi
0.000000 57.106000  ylo yhi
0.000000 57.106000  zlo zhi
0.000000 0.000000 0.000000  xy xz yz

Masses

1  55.847

Atoms

1     -2  1 57.064757 57.064757 57.064772
2     -2  1  1.411625  1.411625  1.411763
3     -2  1  0.001515  0.001515  2.855148
4     -2  1  1.426588  1.426588  4.281644
5     -2  1  0.000044  0.000044  5.710782
6     -2  1  1.427271  1.427271  7.137990
7     -2  1 57.105946 57.105946  8.565983
8     -2  1  1.427406  1.427406  9.993503
9     -2  1 57.105967 57.105967 11.421306
10    -2  1  1.427469  1.427469 12.848904
11    -2  1 57.105982 57.105982 14.276635
12    -2  1  1.427503  1.427503 15.704255
13    -2  1 57.105990 57.105990 17.131946
14    -2  1  1.427523  1.427523 18.559571
15    -2  1 57.105995 57.105995 19.987236
16    -2  1  1.427537  1.427537 21.414859
17    -2  1 57.105998 57.105998 22.842503
18    -2  1  1.427545  1.427545 24.270124
19    -2  1 57.105999 57.105999 25.697755
20    -2  1  1.427548  1.427548 27.125376
21    -2  1 57.105999 57.105999 28.552998
22    -2  1  1.427547  1.427547 29.980624
23    -2  1 57.105998 57.105998 31.408242
24    -2  1  1.427541  1.427541 32.835878
25    -2  1 57.105995 57.105995 34.263495
26    -2  1  1.427529  1.427529 35.691148
27    -2  1 57.105990 57.105990 37.118765
28    -2  1  1.427509  1.427509 38.546444
29    -2  1 57.105982 57.105982 39.974058
30    -2  1  1.427474  1.427474 41.401777
31    -2  1 57.105967 57.105967 42.829371
32    -2  1  1.427410  1.427410 44.257168
33    -2  1 57.105946 57.105946 45.684685
34    -2  1  1.427273  1.427273 47.112679
35    -2  1  0.000044  0.000044 48.539886
36    -2  1  1.426588  1.426588 49.969031
37    -2  1  0.001516  0.001516 51.395525
38    -2  1  1.411625  1.411625 52.838919
39    -2  1 57.064759 57.064759 54.291905
40    -2  1  1.420890  1.420890 55.678343
41    -2  1  0.001421  2.854955  0.001512
42    -2  1  1.426499  4.281335  1.426714
43    -2  1 57.105456  2.851408  2.851586
44    -2  1  1.426654  4.280441  4.280723
45    -2  1 57.105612  2.854293  5.709619
46    -2  1  1.427051  4.281908  7.137391
47    -2  1 57.105794  2.854881  8.565660
48    -2  1  1.427259  4.282390  9.993250
49    -2  1 57.105847  2.855043 11.421180
50    -2  1  1.427341  4.282566 12.848773
51    -2  1 57.105865  2.855119 14.276574
52    -2  1  1.427379  4.282655 15.704177
53    -2  1 57.105872  2.855164 17.131913
54    -2  1  1.427401  4.282711 18.559523
55    -2  1 57.105876  2.855195 19.987217
56    -2  1  1.427415  4.282747 21.414830
57    -2  1 57.105878  2.855215 22.842494
58    -2  1  1.427423  4.282770 24.270110
59    -2  1 57.105879  2.855226 25.697752
60    -2  1  1.427427  4.282780 27.125373
61    -2  1 57.105879  2.855228 28.553000
62    -2  1  1.427426  4.282778 29.980632
63    -2  1 57.105877  2.855222 31.408250
64    -2  1  1.427419  4.282762 32.835900
65    -2  1 57.105875  2.855207 34.263511
66    -2  1  1.427406  4.282730 35.691189
67    -2  1 57.105870  2.855179 37.118796
68    -2  1  1.427383  4.282677 38.546515
69    -2  1 57.105861  2.855135 39.974116
70    -2  1  1.427342  4.282587 41.401904
71    -2  1 57.105841  2.855059 42.829494
72    -2  1  1.427257  4.282407 44.257420
73    -2  1 57.105787  2.854893 45.685008
74    -2  1  1.427045  4.281919 47.113282
75    -2  1 57.105605  2.854302 48.541052
76    -2  1  1.426647  4.280446 49.969962
77    -2  1 57.105451  2.851413 51.399092
78    -2  1  1.426494  4.281336 52.823983
79    -2  1  0.001419  2.854956 54.249173
80    -2  1  1.426558  4.281666 55.678351
81    -2  1 57.105879  5.710432  0.000043
82    -2  1  1.427113  7.137542  1.427386
83    -2  1 57.105540  5.709282  2.854449
84    -2  1  1.426982  7.136978  4.282151
85    -2  1 57.105591  5.708933  5.709234
86    -2  1  1.427050  7.136937  7.137293
87    -2  1 57.105699  5.709735  8.565280
88    -2  1  1.427171  7.137401  9.993018
89    -2  1 57.105748  5.710092 11.420975
90    -2  1  1.427241  7.137673 12.848608
91    -2  1 57.105767  5.710256 14.276460
92    -2  1  1.427280  7.137825 15.704069
93    -2  1 57.105774  5.710351 17.131848
94    -2  1  1.427305  7.137922 18.559455
95    -2  1 57.105779  5.710413 19.987180
96    -2  1  1.427321  7.137987 21.414789
97    -2  1 57.105781  5.710454 22.842475
98    -2  1  1.427332  7.138028 24.270089
99    -2  1 57.105782  5.710477 25.697745
100   -2  1  1.427336  7.138046 27.125370
101   -2  1 57.105782  5.710483 28.553004
102   -2  1  1.427335  7.138041 29.980645
103   -2  1 57.105781  5.710470 31.408265
104   -2  1  1.427326  7.138013 32.835931
105   -2  1 57.105778  5.710438 34.263543
106   -2  1  1.427311  7.137957 35.691246
107   -2  1 57.105772  5.710383 37.118854
