,idav,idsps,type,iters,ntrans,emax,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,nad,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,nadfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,nadfi,isConnect,reason
0,0,4,5,1211,197,1.264,0.418,1.0,0.004,11.104,1.319,0.637,0.273,10.004,67,9.78,1.118,0.536,0.254,8.938,76,12.661,1.99,1.051,0.173,11.348,38,0,Conn
1,0,2,3,1185,174,2.778,0.311,1.0,0.007,15.713,2.131,1.201,1.646,14.01,56,7.414,0.963,0.495,0.66,6.644,65,15.552,2.303,1.368,1.631,13.347,47,0,Conn
