Generated by pymatgen.io.lammps.data.LammpsData

164  atoms

  1  atom types

0.000000 14.276500  xlo xhi
0.000000 28.553000  ylo yhi
0.000000 87.106000  zlo zhi
0.000000 0.000000 0.014277  xy xz yz

Masses

1  55.847

Atoms

70    1  1  0.001023  8.573684 40.698974
71    1  1  0.000822  8.574044 43.552831
72    1  1  0.001029  8.574631 46.406682
90    1  1  0.000822 11.427875 40.698858
91    1  1 14.274388 11.428343 43.552829
92    1  1  0.000822 11.428815 46.406801
110   1  1  0.001029 14.282058 40.698979
111   1  1  0.000822 14.282640 43.552831
112   1  1  0.001023 14.283001 46.406689
250   1  1  2.855951  5.718779 40.698914
251   1  1  2.855926  5.718897 43.552834
252   1  1  2.855962  5.719734 46.406743
269   1  1  2.855950  8.573135 37.844418
270   1  1  2.871055  8.588500 40.713793
271   1  1  2.861861  8.579689 43.552829
272   1  1  2.871106  8.589482 46.391823
273   1  1  2.855961  8.575031 49.261232
289   1  1  2.855925 11.427409 37.844048
290   1  1  2.861871 11.427874 40.704517
291   1  1  2.816414 11.428343 43.552829
292   1  1  2.861871 11.428815 46.401142
293   1  1  2.855925 11.429289 49.261612
309   1  1  2.855961 14.281670 37.844426
310   1  1  2.871106 14.267207 40.713837
311   1  1  2.861861 14.276995 43.552832
312   1  1  2.871055 14.268185 46.391869
313   1  1  2.855951 14.283553 49.261249
330   1  1  2.855961 17.136951 40.698923
331   1  1  2.855926 17.137782 43.552834
332   1  1  2.855951 17.137898 46.406756
450   1  1  5.710600  5.718353 40.698806
451   1  1  5.710600  5.715463 43.552827
452   1  1  5.710600  5.719306 46.406850
469   1  1  5.710600  8.573026 37.843994
470   1  1  5.710600  8.579207 40.704501
471   1  1  5.710600  8.534132 43.552791
472   1  1  5.710600  8.580185 46.401122
473   1  1  5.710600  8.574924 49.261658
489   1  1  5.710600 11.427402 37.840623
490   1  1  5.710600 11.427829 40.659004
491   1  1  7.097088 12.815046 44.939116
492   1  1  5.710600 11.428860 46.446655
493   1  1  5.710600 11.429297 49.265037
509   1  1  5.710600 14.281778 37.843999
510   1  1  5.710600 14.276505 40.704538
511   1  1  5.710600 14.322552 43.552870
512   1  1  5.710600 14.277477 46.401161
513   1  1  5.710600 14.283662 49.261673
530   1  1  5.710600 17.137379 40.698817
531   1  1  5.710600 17.141216 43.552841
532   1  1  5.710600 17.138323 46.406864
650   1  1  8.565249  5.718779 40.698914
651   1  1  8.565274  5.718897 43.552834
652   1  1  8.565239  5.719734 46.406743
669   1  1  8.565250  8.573135 37.844417
670   1  1  8.550145  8.588500 40.713793
671   1  1  8.559339  8.579689 43.552829
672   1  1  8.550094  8.589482 46.391823
673   1  1  8.565239  8.575031 49.261232
689   1  1  8.565276 11.427410 37.844048
690   1  1  8.559329 11.427874 40.704517
691   1  1  8.604786 11.428343 43.552829
692   1  1  8.559329 11.428815 46.401142
693   1  1  8.565275 11.429289 49.261612
709   1  1  8.565239 14.281670 37.844425
710   1  1  8.550094 14.267207 40.713837
711   1  1  8.559339 14.276995 43.552832
712   1  1  8.550145 14.268185 46.391869
713   1  1  8.565250 14.283553 49.261250
730   1  1  8.565239 17.136951 40.698923
731   1  1  8.565274 17.137782 43.552834
732   1  1  8.565249 17.137898 46.406756
870   1  1 11.420177  8.573684 40.698974
871   1  1 11.420378  8.574044 43.552831
872   1  1 11.420171  8.574631 46.406682
890   1  1 11.420378 11.427875 40.698858
891   1  1 11.423312 11.428343 43.552829
892   1  1 11.420378 11.428815 46.406801
910   1  1 11.420171 14.282058 40.698979
911   1  1 11.420378 14.282640 43.552831
912   1  1 11.420177 14.283001 46.406689
1049  1  1  1.433804  7.151512 39.277223
1050  1  1  1.431084  7.149052 42.125876
1051  1  1  1.431091  7.149531 44.979788
1052  1  1  1.433827  7.152946 47.828420
1069  1  1  1.431089 10.000518 39.274276
1070  1  1  1.427822  9.998959 42.123845
1071  1  1  1.427827  9.999436 44.981809
1072  1  1  1.431095 10.001930 47.831376
1089  1  1  1.431095 12.854765 39.274283
1090  1  1  1.427827 12.857251 42.123851
1091  1  1  1.427822 12.857726 44.981814
1092  1  1  1.431089 12.856172 47.831385
1109  1  1  1.433827 15.703746 39.277241
1110  1  1  1.431091 15.707153 42.125877
1111  1  1  1.431084 15.707629 44.979789
1112  1  1  1.433804 15.705168 47.828445
1230  1  1  4.282750  4.289870 42.125356
1231  1  1  4.282753  4.290345 44.980311
1249  1  1  4.283295  7.148497 39.274208
1250  1  1  4.281359  7.145370 42.123848
1251  1  1  4.281372  7.145861 44.981795
1252  1  1  4.283303  7.149932 47.831435
1268  1  1  4.282748  9.999513 36.415440
1269  1  1  4.281364  9.998492 39.270598
1270  1  1  4.324112 10.041640 42.166544
1271  1  1  4.324209 10.042195 44.939017
1272  1  1  4.281377  9.999925 47.835042
1273  1  1  4.282751 10.001873 50.690219
1288  1  1  4.282751 12.854836 36.415439
