Generated by pymatgen.io.lammps.data.LammpsData

1999  atoms

   1  atom types

0.000000 14.276500  xlo xhi
0.000000 28.553000  ylo yhi
0.000000 87.106000  zlo zhi
0.000000 0.000000 0.014277  xy xz yz

Masses

1  55.847

Atoms

1    -2  1 14.276500 28.555435 14.985007
2    -2  1 14.276500 28.555903 17.855186
3    -2  1 14.276500 28.556364 20.712499
4    -2  1 14.276500 28.556826 23.567966
5    -2  1 14.276500 28.557309 26.423390
6    -2  1 14.276479  0.004941 29.278787
7    -2  1 14.276437  0.005752 32.134098
8     0  1 14.276388  0.006462 34.989067
9     0  1 14.276393  0.006881 37.843655
10    0  1 14.276363  0.007261 40.698217
11    0  1 14.276347  0.007697 43.552842
12    0  1 14.276364  0.008203 46.407467
13    0  1 14.276394  0.008764 49.262026
14    0  1 14.276388  0.009287 52.116607
15   -2  1 14.276437  0.009519 54.971562
16   -2  1 14.276479  0.009649 57.826844
17   -2  1 14.276500  0.009960 60.682191
18   -2  1 14.276500 28.563392 63.537549
19   -2  1 14.276500 28.563843 66.392636
20   -2  1 14.276500 28.564299 69.234530
21   -2  1 14.276500  2.857700 14.985006
22   -2  1 14.276500  2.858164 17.855172
23   -2  1 14.276500  2.858616 20.712469
24   -2  1 14.276500  2.859072 23.567903
25   -2  1 14.276499  2.859584 26.423252
26   -2  1 14.276471  2.860270 29.278608
27   -2  1 14.276395  2.861245 32.134107
28    0  1 14.276231  2.862648 34.989808
29    0  1 14.276487  2.863303 37.844383
30    0  1 14.276381  2.863570 40.698513
31    0  1 14.276341  2.863973 43.552840
32    0  1 14.276382  2.864516 46.407164
33    0  1 14.276489  2.865196 49.261288
34    0  1 14.276231  2.865488 52.115857
35   -2  1 14.276394  2.865034 54.971553
36   -2  1 14.276471  2.865013 57.827036
37   -2  1 14.276499  2.865282 60.682367
38   -2  1  0.000000  2.865662 63.537681
39   -2  1 14.276500  2.866086 66.392724
40   -2  1 14.276500  2.866522 69.234588
41   -2  1 14.276500  5.712986 14.985003
42   -2  1 14.276500  5.713450 17.855150
43   -2  1 14.276500  5.713901 20.712419
44   -2  1 14.276500  5.714358 23.567806
45   -2  1 14.276499  5.714877 26.423082
46   -2  1 14.276467  5.715513 29.278374
47   -2  1 14.276399  5.716349 32.133861
48    0  1 14.276485  5.717674 34.989855
49    0  1  0.001993  5.720595 37.846750
50    0  1  0.001367  5.720123 40.698961
51    0  1  0.001411  5.720529 43.552836
52    0  1  0.001372  5.721074 46.406706
53    0  1  0.002002  5.722495 49.258906
54    0  1 14.276487  5.720516 52.115806
55   -2  1 14.276400  5.720144 54.971803
56   -2  1 14.276467  5.720265 57.827294
57   -2  1 14.276499  5.720582 60.682597
58   -2  1 14.276500  5.720955 63.537873
59   -2  1 14.276500  5.721370 66.392860
60   -2  1  0.000000  5.721795 69.234682
61   -2  1 14.276500  8.568299 14.984999
62   -2  1 14.276500  8.568765 17.855126
63   -2  1 14.276500  8.569221 20.712368
64   -2  1 14.276500  8.569683 23.567715
65   -2  1 14.276498  8.570191 26.422945
66   -2  1 14.276460  8.570753 29.278194
67   -2  1 14.276369  8.571397 32.133640
68    0  1 14.276377  8.572223 34.989564
69    0  1  0.001368  8.573181 37.845761
70    0  1  0.001023  8.573684 40.698974
71    0  1  0.000822  8.574044 43.552831
72    0  1  0.001029  8.574631 46.406682
73    0  1  0.001373  8.575068 49.259894
74    0  1 14.276378  8.575055 52.116097
75   -2  1 14.276369  8.575179 54.972033
76   -2  1 14.276460  8.575487 57.827500
77   -2  1 14.276498  8.575870 60.682788
78   -2  1 14.276500  8.576270 63.538042
79   -2  1 14.276500  8.576697 66.392989
80   -2  1 14.276500  8.577127 69.234776
81   -2  1 14.276500 11.423634 14.984996
82   -2  1 14.276500 11.424103 17.855110
83   -2  1 14.276500 11.424567 20.712337
84   -2  1 14.276500 11.425034 23.567662
85   -2  1 14.276497 11.425521 26.422875
86   -2  1 14.276455 11.426008 29.278114
87   -2  1 14.276353 11.426481 32.133550
88    0  1 14.276337 11.426948 34.989462
89    0  1  0.001411 11.427412 37.845677
90    0  1  0.000822 11.427875 40.698858
91    0  1 14.274388 11.428343 43.552829
92    0  1  0.000822 11.428815 46.406801
93    0  1  0.001411 11.429287 49.259983
94    0  1 14.276337 11.429764 52.116203
95   -2  1 14.276353 11.430240 54.972130
96   -2  1 14.276455 11.430708 57.827596
97   -2  1 14.276497 11.431159 60.682889
98   -2  1 14.276500 11.431598 63.538137
99   -2  1 14.276500 11.432051 66.393066
100  -2  1  0.000000 11.432502 69.234835
101  -2  1 14.276500 14.278978 14.984996
102  -2  1 14.276500 14.279450 17.855110
103  -2  1 14.276500 14.279922 20.712337
104  -2  1 14.276500 14.280392 23.567662
105  -2  1 14.276498 14.280855 26.422886
106  -2  1 14.276460 14.281260 29.278150
107  -2  1 14.276369 14.281560 32.133614
108   0  1 14.276378 14.281665 34.989555
