Generated by pymatgen.io.lammps.data.LammpsData

167  atoms

  1  atom types

0.000000 14.276500  xlo xhi
0.000000 28.553000  ylo yhi
0.000000 87.106000  zlo zhi
0.000000 0.000000 0.014276  xy xz yz

Masses

1  55.847

Atoms

71    1  1  0.002190  8.574928 43.553804
72    1  1  0.001182  8.575183 46.407243
90    1  1  0.002283 11.428788 40.699792
91    1  1 14.274695 11.428650 43.553187
92    1  1 14.276940 11.429000 46.406845
110   1  1  0.001368 14.282577 40.699591
111   1  1 14.277032 14.282638 43.553058
112   1  1 14.275345 14.283219 46.406954
251   1  1  2.857642  5.719742 43.554063
252   1  1  2.857092  5.719747 46.407575
270   1  1  2.873589  8.590317 40.715658
271   1  1  2.863480  8.580753 43.553952
272   1  1  2.872534  8.590641 46.392180
273   1  1  2.855683  8.575183 49.262466
289   1  1  2.857821 11.428568 37.844941
290   1  1  2.863583 11.428937 40.705633
291   1  1  2.816700 11.428981 43.553523
292   1  1  2.861186 11.428820 46.401808
293   1  1  2.854670 11.429123 49.262154
309   1  1  2.857362 14.282468 37.844535
310   1  1  2.872723 14.267513 40.715064
311   1  1  2.861272 14.277612 43.552879
312   1  1  2.869049 14.267851 46.391584
313   1  1  2.854405 14.282998 49.260413
330   1  1  2.855959 17.138188 40.699160
331   1  1  2.854857 17.138289 43.552713
332   1  1  2.854497 17.136990 46.406253
450   1  1  5.712078  5.719568 40.700421
451   1  1  5.711788  5.715408 43.554001
452   1  1  5.711062  5.718311 46.408340
469   1  1  5.712167  8.574585 37.845228
470   1  1  5.712136  8.580635 40.705979
471   1  1  5.711781  8.534113 43.553948
472   1  1  5.710913  8.579243 46.402226
473   1  1  5.710348  8.574010 49.262607
489   1  1  5.711973 11.428507 37.840620
490   1  1  5.711880 11.428927 40.659034
491   1  1  7.095070 12.813144 44.937259
492   1  1  5.709794 11.427981 46.446764
493   1  1  5.709569 11.428472 49.265582
509   1  1  5.711336 14.283234 37.843104
510   1  1  5.711095 14.277566 40.703654
511   1  1  5.709894 14.322616 43.552033
512   1  1  5.710148 14.275525 46.399257
513   1  1  5.709712 14.281892 49.261105
530   1  1  5.710620 17.138332 40.697985
531   1  1  5.709755 17.141726 43.552062
532   1  1  5.709805 17.137682 46.405146
533   1  1  5.709980 17.134973 49.257925
650   1  1  8.566384  5.719526 40.700489
651   1  1  8.566916  5.718322 43.553581
652   1  1  8.566351  5.717725 46.407927
669   1  1  8.566478  8.574651 37.845187
670   1  1  8.550831  8.590304 40.715647
671   1  1  8.560440  8.579086 43.553488
672   1  1  8.550074  8.587607 46.392139
673   1  1  8.564802  8.574019 49.261168
689   1  1  8.567107 11.428087 37.843527
690   1  1  8.560527 11.428475 40.703960
691   1  1  8.604857 11.427818 43.552345
692   1  1  8.557307 11.428631 46.399597
693   1  1  8.563259 11.428798 49.261404
709   1  1  8.566633 14.282821 37.842517
710   1  1  8.550267 14.267491 40.712012
711   1  1  8.557412 14.275410 43.552690
712   1  1  8.547525 14.266050 46.389783
713   1  1  8.563095 14.282015 49.260585
730   1  1  8.565076 17.136893 40.697992
731   1  1  8.563440 17.137539 43.552387
732   1  1  8.563185 17.137161 46.405271
733   1  1  8.562917 17.134938 49.257893
870   1  1 11.422421  8.574495 40.699836
871   1  1 11.421426  8.573821 43.553410
872   1  1 11.419799  8.574076 46.406919
890   1  1 11.421520 11.428394 40.698684
891   1  1 11.423532 11.428085 43.552619
892   1  1 11.419518 11.428630 46.405915
893   1  1 11.416790 11.429173 49.258325
910   1  1 11.419986 14.282255 40.698482
911   1  1 11.419611 14.281710 43.552688
912   1  1 11.418657 14.282038 46.405772
913   1  1 11.416063 14.281885 49.258126
931   1  1 11.416975 17.134460 43.552761
932   1  1 11.416153 17.134701 46.405139
1050  1  1  1.433671  7.150658 42.127538
1051  1  1  1.432843  7.150718 44.980802
1069  1  1  1.433765 10.002115 39.275923
1070  1  1  1.429183  9.999906 42.124846
1071  1  1  1.428231  9.999944 44.982526
1072  1  1  1.430256 10.002071 47.832428
1089  1  1  1.433033 12.855721 39.275532
1090  1  1  1.428326 12.857915 42.124409
1091  1  1  1.427092 12.858025 44.982157
1092  1  1  1.429010 12.855999 47.832033
1110  1  1  1.430438 15.708171 42.126069
1111  1  1  1.429100 15.708224 44.979655
1112  1  1  1.430148 15.704727 47.828068
1249  1  1  4.285444  7.150496 39.276240
1250  1  1  4.283056  7.146292 42.125297
1251  1  1  4.282557  7.145889 44.982975
1252  1  1  4.283372  7.149096 47.833082
1269  1  1  4.283152  9.999879 39.271562
1270  1  1  4.325985 10.043101 42.168057
1271  1  1  4.324865 10.042511 44.939590
1272  1  1  4.281084  9.999602 47.836026
1273  1  1  4.281738 10.001296 50.691228
1289  1  1  4.282744 12.857892 39.270706
1290  1  1  4.324972 12.814995 42.167024
1291  1  1  4.323204 12.815002 44.939117
1292  1  1  4.280255 12.857419 47.834847
1293  1  1  4.281442 12.856667 50.690357
