Generated by pymatgen.io.lammps.data.LammpsData

164  atoms

  1  atom types

0.000000 14.276500  xlo xhi
0.000000 28.553000  ylo yhi
0.000000 87.106000  zlo zhi
0.000000 0.000000 0.014277  xy xz yz

Masses

1  55.847

Atoms

70    1  1 -0.001044  8.572629 40.695162
71    1  1 -0.002327  8.573689 43.551979
72    1  1 -0.001258  8.573202 46.408112
90    1  1 -0.000824 11.426106 40.695516
91    1  1 14.263255 11.421706 43.559470
92    1  1 -0.002327 11.429669 46.407154
110   1  1  0.006667 14.282722 40.698316
111   1  1 -0.000823 14.285981 43.554598
112   1  1 -0.001043 14.286813 46.407741
250   1  1  2.854347  5.717347 40.697552
251   1  1  2.855070  5.719055 43.553633
252   1  1  2.857369  5.721408 46.405648
269   1  1  2.851752  8.571848 37.843194
270   1  1  2.859807  8.577285 40.703054
271   1  1  2.853209  8.578558 43.559294
272   1  1  2.879140  8.600002 46.381298
273   1  1  2.857367  8.576125 49.259558
289   1  1  2.852094 11.425708 37.843231
290   1  1  2.910321 11.464711 40.753625
291   1  1  2.770280 11.426073 43.555097
292   1  1  2.853211 11.422347 46.402276
293   1  1  2.855068 11.428492 49.261453
309   1  1  2.855053 14.282424 37.850218
310   1  1  2.957657 14.180204 40.800896
311   1  1  2.910331 14.227902 43.515972
312   1  1  2.859795 14.278938 46.403093
313   1  1  2.854348 14.284915 49.262680
330   1  1  2.855036 17.131176 40.698155
331   1  1  2.852084 17.138615 43.554551
332   1  1  2.851753 17.139121 46.408044
450   1  1  5.711199  5.718372 40.698172
451   1  1  5.710053  5.716525 43.552512
452   1  1  5.709477  5.721753 46.405026
469   1  1  5.709489  8.572146 37.842179
470   1  1  5.716765  8.577871 40.696298
471   1  1  5.707949  8.535888 43.550460
472   1  1  5.700619  8.593263 46.388038
473   1  1  5.709478  8.576746 49.259211
489   1  1  5.716776 11.421058 37.831180
490   1  1  5.712649 11.425482 40.613391
491   1  1  7.041187 12.802210 44.883619
492   1  1  5.707944 11.431188 46.444893
493   1  1  5.710052 11.429612 49.263972
509   1  1  5.712128 14.285458 37.843122
510   1  1  5.673464 14.227576 40.753515
511   1  1  5.712570 14.368101 43.555129
512   1  1  5.716763 14.285671 46.402482
513   1  1  5.711198 14.284294 49.261651
530   1  1  5.712144 17.138272 40.695124
531   1  1  5.716784 17.150675 43.559194
532   1  1  5.709492 17.140136 46.407739
650   1  1  8.563976  5.720211 40.700426
651   1  1  8.563156  5.721168 43.551896
652   1  1  8.564046  5.721445 46.405849
669   1  1  8.566706  8.571445 37.842913
670   1  1  8.539350  8.598673 40.722000
671   1  1  8.545690  8.592531 43.543142
672   1  1  8.544273  8.594382 46.386921
673   1  1  8.564046  8.575926 49.259519
689   1  1  8.565987 11.428419 37.842160
690   1  1  8.560237 11.421456 40.696149
691   1  1  8.602525 11.430636 43.550528
692   1  1  8.545664 11.438504 46.388279
693   1  1  8.563155 11.430228 49.259338
709   1  1  8.566422 14.285785 37.843076
710   1  1  8.561182 14.278201 40.702842
711   1  1  8.560230 14.285348 43.559244
712   1  1  8.539332 14.259970 46.381677
713   1  1  8.563975 14.282040 49.259814
730   1  1  8.566425 17.138300 40.694809
731   1  1  8.565983 17.139669 43.551829
732   1  1  8.566695 17.139390 46.408435
870   1  1 11.417511  8.574105 40.699944
871   1  1 11.416408  8.575099 43.551639
872   1  1 11.416471  8.574298 46.407016
890   1  1 11.419219 11.426987 40.697596
891   1  1 11.420397 11.428140 43.553033
892   1  1 11.416404 11.430008 46.405744
910   1  1 11.421873 14.283886 40.697152
911   1  1 11.419217 14.283899 43.553719
912   1  1 11.417507 14.282029 46.406265
1049  1  1  1.430143  7.149028 39.273902
1050  1  1  1.428982  7.147943 42.126372
1051  1  1  1.428850  7.148797 44.982220
1052  1  1  1.437124  7.155630 47.825735
1069  1  1  1.442539 10.014791 39.286242
1070  1  1  1.423099  9.995305 42.114526
1071  1  1  1.418726  9.995440 44.985806
1072  1  1  1.428855  9.999496 47.832110
1089  1  1  1.443134 12.856897 39.286716
1090  1  1  1.384069 12.850405 42.130697
1091  1  1  1.423106 12.867050 44.985461
1092  1  1  1.428984 12.855676 47.832496
1109  1  1  1.452592 15.684851 39.296141
1110  1  1  1.443124 15.694733 42.123749
1111  1  1  1.442537 15.695661 44.965511
1112  1  1  1.430139 15.708492 47.830934
1230  1  1  4.282527  4.289979 42.125259
1231  1  1  4.282842  4.290893 44.980067
1249  1  1  4.283449  7.147117 39.272588
1250  1  1  4.278397  7.141507 42.121207
1251  1  1  4.280791  7.151765 44.977990
1252  1  1  4.283637  7.152682 47.828684
1268  1  1  4.281096  9.998554 36.414533
1269  1  1  4.271570  9.994774 39.266745
1270  1  1  4.301565  9.977608 42.144321
1271  1  1  4.336682 10.097804 44.883394
1272  1  1  4.280796 10.003726 47.829140
1273  1  1  4.282840 10.002118 50.689670
1288  1  1  4.282250 12.855250 36.413621
