istep,ground_energy,nDefect,defect_center_xs,defect_center_ys,defect_center_zs,nBasin,nSP_thisbasin,nSP_superbasin,iSP_selected,forward_barrier,ebias,backward_barrier,time_step,simulation_time
0,-8020.230403,2,0.929189,0.929189,0.929189,1,5,4,2,0.642,0.55,0.092,3997.694367,3997.694367
0,-8020.230403,2,0.929189,0.929189,0.929189,1,5,4,2,0.642,0.55,0.092,1625.01421,1625.01421
0,-8020.230403,2,0.929189,0.929189,0.929189,1,5,4,1,0.642,0.55,0.092,4735.890859,4735.890859
0,-8020.230403,2,0.929189,0.929189,0.929189,1,5,4,2,0.642,0.55,0.092,5549.556474,5549.556474
0,-8020.230403,2,0.929189,0.929189,0.929189,1,5,4,0,0.641,0.55,0.091,3189.473851,3189.473851
1,-8019.681604,1,0.975002,0.975002,0.975002,1,2,1,1,0.091,-0.548,0.639,0.119487,3189.593338
