,idav,barrier,prefactor,ebias,dmag,dmax,dsum,dsumr,dmagfi,dmaxfi,dsumfi,dsumrfi,isConnect,probability,isSel
0,0,0.642,1.000,0.550,0.868,0.805,0.592,0.209,1.217,1.164,1.055,0.340,1,16.667,0
1,0,0.642,1.000,0.550,0.868,0.805,0.592,0.209,1.217,1.164,1.055,0.340,1,16.667,0
2,0,0.642,1.000,0.550,0.868,0.805,0.569,0.201,1.217,1.164,1.041,0.336,1,16.667,1
3,0,0.642,1.000,0.550,0.868,0.805,0.569,0.201,1.217,1.164,1.041,0.336,1,16.667,0
4,0,0.642,1.000,0.550,0.867,0.805,0.503,0.179,1.216,1.164,1.004,0.324,1,16.667,0
5,0,0.642,1.000,0.550,0.868,0.805,0.569,0.201,1.217,1.164,1.041,0.336,1,16.667,0
