Generated by pymatgen.io.lammps.data.LammpsData

167  atoms

  2  atom types

0.000000 28.553120  xlo xhi
0.000000 28.553120  ylo yhi
0.000000 28.553120  zlo zhi
0.000000 0.000000 0.000000  xy xz yz

Masses

1  55.847000
2  30.973762

Atoms

1     1  1 28.533931 28.576999 28.533931
2     1  1  0.010189  0.006408  2.859323
3     1  1  0.001620  0.001635  5.712755
8     1  1  0.000152 -0.000622 19.987793
9     1  1  0.002540 -0.002937 22.848799
10    1  1 28.499635 28.456620 25.794341
11    1  1  0.004666  2.859758  0.004666
12    1  1 28.552581  2.854075  2.854443
19    1  1 28.552571  2.847482 22.850297
20    1  1  0.002593  2.848978 25.700812
21    1  1  0.000530  5.710825  0.000530
30    1  1  0.000179  5.709998 25.698464
71    1  1 -0.000545 19.984396 -0.000545
80    1  1  0.001586 19.985119 25.696200
81    1  1 -0.007393 22.800767 -0.007393
82    1  1 28.553515 22.862655  2.835125
89    1  1 28.552484 22.843515 22.843852
90    1  1  0.010213 22.838541 25.691411
91    1  1 28.047143 26.203821 28.047143
92    1  1 -0.007426 25.705171  2.897026
93    1  1 -0.000552 25.698329  5.713446
98    1  1  0.000506 25.697335 19.987011
99    1  1  0.004633 25.693234 22.838096
100   1  1 28.533936 25.717046 25.673957
101   1  1  2.859323  0.006408  0.010189
102   1  1  2.836798 28.537958  2.836798
109   1  1  2.854709 28.555235 22.844846
110   1  1  2.864661  0.006117 25.691749
111   1  1  2.854443  2.854075 28.552581
112   1  1  2.852490  2.852861  2.852490
119   1  1  2.845328  2.845550 22.852270
120   1  1  2.854722  2.852992 25.695754
181   1  1  2.835125 22.862655 28.553515
182   1  1  2.823860 22.873902  2.823860
189   1  1  2.852533 22.845303 22.845062
190   1  1  2.837050 22.860778 25.712716
191   1  1  2.897026 25.705171 -0.007426
192   1  1  2.835068 25.697308  2.835068
199   1  1  2.854389 25.698476 22.843847
200   1  1  2.859356 25.687634 25.691388
201   1  1  5.712755  0.001635  0.001620
210   1  1  5.715353  0.003391 25.694543
291   1  1  5.713446 25.698329 -0.000552
300   1  1  5.712738 25.696220 25.696195
701   1  1 19.987793 -0.000622  0.000152
710   1  1 19.988426 -0.000560 25.698334
791   1  1 19.987011 25.697335  0.000506
800   1  1 19.987773 25.697669 25.698405
801   1  1 22.848799 -0.002937  0.002540
802   1  1 22.844846 28.555235  2.854709
809   1  1 22.852305 28.547935 22.852305
810   1  1 22.847849 -0.001059 25.698818
811   1  1 22.850297  2.847482 28.552571
812   1  1 22.852270  2.845550  2.845328
819   1  1 22.852401  2.845330 22.852401
820   1  1 22.852360  2.845379 25.703010
881   1  1 22.843852 22.843515 28.552484
882   1  1 22.845062 22.845303  2.852533
890   1  1 22.844831 22.843222 25.695713
891   1  1 22.838096 25.693234  0.004633
892   1  1 22.843847 25.698476  2.854389
899   1  1 22.850223 25.698376 22.850223
900   1  1 22.848771 25.695319 25.700723
901   1  1 25.794341 28.456620 28.499635
902   1  1 25.691749  0.006117  2.864661
903   1  1 25.694543  0.003391  5.715353
908   1  1 25.698334 -0.000560 19.988426
909   1  1 25.698818 -0.001059 22.847849
910   1  1 25.751164 28.499756 25.751164
911   1  1 25.700812  2.848978  0.002593
912   1  1 25.695754  2.852992  2.854722
919   1  1 25.703010  2.845379 22.852360
920   1  1 25.698884  2.849856 25.698884
921   1  1 25.698464  5.709998  0.000179
930   1  1 25.698413  5.709289 25.698413
971   1  1 25.696200 19.985119  0.001586
980   1  1 25.694503 19.982575 25.694503
981   1  1 25.691411 22.838541  0.010213
982   1  1 25.712716 22.860778  2.837050
989   1  1 25.695713 22.843222 22.844831
990   1  1 25.691729 22.833296 25.691729
991   1  1 25.673957 25.717046 28.533936
992   1  1 25.691388 25.687634  2.859356
993   1  1 25.696195 25.696220  5.712738
998   1  1 25.698405 25.697669 19.987773
999   1  1 25.700723 25.695319 22.848771
1000  1  1 25.794312 25.751370 25.794312
1001  1  1  1.422467  1.424626  1.422467
1002  1  1  1.430952  1.428582  4.283464
1008  1  1  1.425389  1.424988 21.418327
1009  1  1  1.404290  1.400927 24.296904
1010  1  1  1.430112  1.423041 27.119071
1011  1  1  1.428771  4.284217  1.428771
1019  1  1  1.425402  4.279464 24.272844
1020  1  1  1.428274  4.282212 27.124953
1071  1  1  1.424644 21.424064  1.424644
1079  1  1  1.430959 21.414354 24.269220
1080  1  1  1.428827 21.415261 27.122799
1081  1  1  1.320782 24.376971  1.320782
1082  1  1  1.424617 24.273113  4.273717
1088  1  1  1.428734 24.269123 21.413721
1089  1  1  1.422493 24.275373 24.273232
1090  1  1  1.370269 24.327553 27.160688
1091  1  1  1.370172 27.090141  1.370172
1092  1  1  1.428742 27.128027  4.282524
1098  1  1  1.428226 27.126058 21.415638
1099  1  1  1.430083 27.131945 24.274812
1100  1  1  1.511867 27.128996 27.121932
1101  1  1  4.283464  1.428582  1.430952
1109  1  1  4.284545  1.428814 24.269041
