Generated by pymatgen.io.lammps.data.LammpsData

167  atoms

  2  atom types

0.000000 28.553120  xlo xhi
0.000000 28.553120  ylo yhi
0.000000 28.553120  zlo zhi
0.000000 0.000000 0.000000  xy xz yz

Masses

1  55.847000
2  30.973762

Atoms

1     1  1 27.839654 27.839654 27.839654
2     1  1  0.002546  0.002546  2.900384
3     1  1  0.000264  0.000264  5.713384
8     1  1  0.000427  0.000427 19.986559
9     1  1  0.004688  0.004688 22.834811
10    1  1 28.544515 28.544515 25.633165
11    1  1  0.002546  2.900384  0.002546
12    1  1 28.545296  2.839831  2.839831
19    1  1 28.551909  2.854594 22.842895
20    1  1  0.011134  2.854360 25.694240
21    1  1  0.000264  5.713384  0.000264
30    1  1  0.001385  5.711237 25.697065
71    1  1  0.000427 19.986559  0.000427
80    1  1  0.000102 19.987116 25.697895
81    1  1  0.004688 22.834811  0.004688
82    1  1 28.551909 22.842895  2.854594
89    1  1 28.553074 22.848923 22.848923
90    1  1  0.002224 22.845630 25.698397
91    1  1 28.544515 25.633165 28.544515
92    1  1  0.011134 25.694240  2.854360
93    1  1  0.001385 25.697065  5.711237
98    1  1  0.000102 25.697895 19.987116
99    1  1  0.002224 25.698397 22.845630
100   1  1 28.497764 25.784547 25.784547
101   1  1  2.900384  0.002546  0.002546
102   1  1  2.839831 28.545296  2.839831
109   1  1  2.854594 28.551909 22.842895
110   1  1  2.854360  0.011134 25.694240
111   1  1  2.839831  2.839831 28.545296
112   1  1  2.837733  2.837733  2.837733
119   1  1  2.854410  2.854410 22.843325
120   1  1  2.830955  2.830955 25.719632
181   1  1  2.854594 22.842895 28.551909
182   1  1  2.854410 22.843325  2.854410
189   1  1  2.846295 22.851852 22.851852
190   1  1  2.855399 22.843782 25.694890
191   1  1  2.854360 25.694240  0.011134
192   1  1  2.830955 25.719632  2.830955
199   1  1  2.855399 25.694890 22.843782
200   1  1  2.858883 25.697371 25.697371
201   1  1  5.713384  0.000264  0.000264
210   1  1  5.711237  0.001385 25.697065
291   1  1  5.711237 25.697065  0.001385
300   1  1  5.713247 25.696167 25.696167
701   1  1 19.986559  0.000427  0.000427
710   1  1 19.987116  0.000102 25.697895
791   1  1 19.987116 25.697895  0.000102
800   1  1 19.987517 25.697730 25.697730
801   1  1 22.834811  0.004688  0.004688
802   1  1 22.842895 28.551909  2.854594
809   1  1 22.848923 28.553074 22.848923
810   1  1 22.845630  0.002224 25.698397
811   1  1 22.842895  2.854594 28.551909
812   1  1 22.843325  2.854410  2.854410
819   1  1 22.851852  2.846295 22.851852
820   1  1 22.843782  2.855399 25.694890
881   1  1 22.848923 22.848923 28.553074
882   1  1 22.851852 22.851852  2.846295
890   1  1 22.849958 22.849958 25.701513
891   1  1 22.845630 25.698397  0.002224
892   1  1 22.843782 25.694890  2.855399
899   1  1 22.849958 25.701513 22.849958
900   1  1 22.843898 25.695742 25.695742
901   1  1 25.633165 28.544515 28.544515
902   1  1 25.694240  0.011134  2.854360
903   1  1 25.697065  0.001385  5.711237
908   1  1 25.697895  0.000102 19.987116
909   1  1 25.698397  0.002224 22.845630
910   1  1 25.784547 28.497764 25.784547
911   1  1 25.694240  2.854360  0.011134
912   1  1 25.719632  2.830955  2.830955
919   1  1 25.694890  2.855399 22.843782
920   1  1 25.697371  2.858883 25.697371
921   1  1 25.697065  5.711237  0.001385
930   1  1 25.696167  5.713247 25.696167
971   1  1 25.697895 19.987116  0.000102
980   1  1 25.697730 19.987517 25.697730
981   1  1 25.698397 22.845630  0.002224
982   1  1 25.694890 22.843782  2.855399
989   1  1 25.701513 22.849958 22.849958
990   1  1 25.695742 22.843898 25.695742
991   1  1 25.784547 25.784547 28.497764
992   1  1 25.697371 25.697371  2.858883
993   1  1 25.696167 25.696167  5.713247
998   1  1 25.697730 25.697730 19.987517
999   1  1 25.695742 25.695742 22.843898
1000  1  1 25.742430 25.742430 25.742430
1001  1  1  1.383690  1.383690  1.383690
1002  1  1  1.430226  1.430226  4.282055
1008  1  1  1.429348  1.429348 21.412618
1009  1  1  1.428475  1.428475 24.267022
1010  1  1  1.341583  1.341583 27.181178
1011  1  1  1.430226  4.282055  1.430226
1019  1  1  1.430882  4.282145 24.270120
1020  1  1  1.427574  4.280283 27.123382
1071  1  1  1.429348 21.412618  1.429348
1079  1  1  1.425982 21.417263 24.271857
1080  1  1  1.428447 21.414550 27.124289
1081  1  1  1.428475 24.267022  1.428475
1082  1  1  1.430882 24.270120  4.282145
1088  1  1  1.425982 24.271857 21.417263
1089  1  1  1.405656 24.295352 24.295352
1090  1  1  1.431519 24.271628 27.114741
1091  1  1  1.341583 27.181178  1.341583
1092  1  1  1.427574 27.123382  4.280283
1098  1  1  1.428447 27.124289 21.414550
1099  1  1  1.431519 27.114741 24.271628
1100  1  1  1.492906 27.134574 27.134574
1101  1  1  4.282055  1.430226  1.430226
1109  1  1  4.282145  1.430882 24.270120
