,idav,barrier,prefactor,ebias,dmag,dmax,dsum,dsumr,dmagfi,dmaxfi,dsumfi,dsumrfi,isConnect,probability,isSel
0,0,0.645,5.000,0.552,0.863,0.804,0.535,0.201,1.213,1.162,0.989,0.328,1,50.000,1
1,0,6.524,5.000,6.424,3.837,2.052,5.232,0.349,4.196,2.230,5.730,0.366,1,0.000,0
2,0,0.645,5.000,0.552,0.863,0.804,0.535,0.201,1.213,1.162,0.989,0.328,1,50.000,0
