,idav,idsps,type,iters,ntrans,emax,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,nad,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,nadfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,nadfi,isConnect,reason
0,0,9,10,2701,373,16.212,5.566,5.0,0.01,12.148,3.613,2.21,4.975,11.291,14,9.295,2.714,2.269,1.427,8.326,15,9.845,4.492,2.877,4.579,8.795,4,0,Conn
1,0,3,4,2763,360,18.52,1.154,5.0,1.109,13.074,4.458,2.459,3.975,12.655,12,0.974,0.276,0.242,0.395,0.91,19,13.407,4.539,2.459,3.928,13.02,12,0,Conn
2,0,2,3,1899,250,15.805,1.139,5.0,1.098,8.38,2.929,2.425,2.489,7.99,11,0.974,0.27,0.237,0.425,0.907,19,8.666,3.047,2.43,2.649,8.321,13,0,Conn
3,0,1,2,2689,363,14.562,1.15,5.0,0.571,18.75,5.8,2.471,3.983,18.316,14,2.759,0.922,0.872,0.723,2.542,18,18.93,6.126,2.471,4.0,18.621,13,0,Conn
