,idav,barrier,prefactor,ebias,dmag,dmax,dsum,dsumr,dmagfi,dmaxfi,dsumfi,dsumrfi,isConnect,probability,isSel
0,0,0.092,5.000,-0.545,0.417,0.379,0.434,0.316,1.212,1.162,1.127,0.372,1,50.000,1
1,0,0.092,5.000,-0.545,0.417,0.379,0.433,0.315,1.212,1.162,1.127,0.372,1,50.000,0
