,idav,idsps,type,iters,ntrans,emax,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,nad,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,nadfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,nadfi,isConnect
0,0,0,1,395,63,1.045,0.092,5.0,-0.545,1.437,0.417,0.379,0.434,1.375,12,2.817,0.842,0.783,0.696,2.623,18,3.217,1.212,1.162,1.127,3.032,11,1
1,0,2,3,351,56,0.818,0.092,5.0,-0.545,1.437,0.417,0.379,0.433,1.374,12,2.816,0.842,0.783,0.697,2.622,18,3.217,1.212,1.162,1.127,3.032,11,1
