Generated by pymatgen.io.lammps.data.LammpsData

161  atoms

  2  atom types

0.000000 28.553120  xlo xhi
0.000000 28.553120  ylo yhi
0.000000 28.553120  zlo zhi
0.000000 0.000000 0.000000  xy xz yz

Masses

1  55.847000
2  30.973762

Atoms

1     1  1 28.512067 28.512329 28.512329
2     1  1  0.001898 28.554529  2.855378
3     1  1  0.000514 28.552876  5.710882
9     1  1  0.000866  0.002395 22.842915
10    1  1 28.511656 -0.040325 25.739279
11    1  1  0.001898  2.855378 28.554529
12    1  1  0.000009  2.851424  2.851424
19    1  1 28.552704  2.852504 22.845842
20    1  1  0.001702  2.855843 25.696113
21    1  1  0.000514  5.710882 28.552876
30    1  1  0.000461  5.711249 25.697353
81    1  1  0.000866 22.842915  0.002395
82    1  1 28.552704 22.845842  2.852504
89    1  1 28.551373 22.847768 22.847768
90    1  1  0.000368 22.843529 25.697446
91    1  1 28.511656 25.739279 -0.040325
92    1  1  0.001702 25.696113  2.855843
93    1  1  0.000461 25.697353  5.711249
99    1  1  0.000368 25.697446 22.843529
100   1  1 28.510718 25.740217 25.740217
101   1  1  2.855442  0.002034  0.002034
102   1  1  2.852202 -0.000341  2.852074
109   1  1  2.850446 28.553282 22.847368
110   1  1  2.854900  0.002395 25.696949
111   1  1  2.852202  2.852074 -0.000341
112   1  1  2.849334  2.848752  2.848752
119   1  1  2.848737  2.849840 22.849078
120   1  1  2.851973  2.852504 25.698231
181   1  1  2.850446 22.847368 28.553282
182   1  1  2.848737 22.849078  2.849840
190   1  1  2.850047 22.847768 25.699562
191   1  1  2.854900 25.696949  0.002395
192   1  1  2.851973 25.698231  2.852504
199   1  1  2.850047 25.699562 22.847768
200   1  1  2.854286 25.697446 25.697446
201   1  1  5.711301  0.000520  0.000520
701   1  1 19.987191 28.552738 28.552738
710   1  1 19.986933 28.552876 25.697301
791   1  1 19.986933 25.697301 28.552876
800   1  1 19.986566 25.697353 25.697353
801   1  1 22.842788  0.001176  0.001176
802   1  1 22.846609 28.552206  2.851206
809   1  1 22.845741 -0.000341 22.845613
810   1  1 22.842436 28.554529 25.695917
811   1  1 22.846609  2.851206 28.552206
812   1  1 22.849700  2.848115  2.848115
819   1  1 22.849062  2.848752 22.848481
820   1  1 22.846390  2.851424 25.697806
881   1  1 22.845741 22.845613 -0.000341
882   1  1 22.849062 22.848481  2.848752
889   1  1 22.847975 22.849078 22.849078
890   1  1 22.845311 22.845842 25.698231
891   1  1 22.842436 25.695917 28.554529
892   1  1 22.846390 25.697806  2.851424
899   1  1 22.845311 25.698231 22.845842
900   1  1 22.841971 25.696113 25.696113
901   1  1 25.739266 28.511669 28.511669
902   1  1 25.696639  0.001176  2.855027
903   1  1 25.698196 28.552738  5.710624
908   1  1 25.697295  0.000520 19.986514
909   1  1 25.695781  0.002034 22.842373
910   1  1 25.738605 28.512329 25.738868
911   1  1 25.696639  2.855027  0.001176
912   1  1 25.698729  2.851206  2.851206
919   1  1 25.698156  2.852074 22.845613
920   1  1 25.696406  2.855378 25.695917
921   1  1 25.698196  5.710624 28.552738
930   1  1 25.698059  5.710882 25.697301
971   1  1 25.697295 19.986514  0.000520
981   1  1 25.695781 22.842373  0.002034
982   1  1 25.698156 22.845613  2.852074
989   1  1 25.697653 22.847368 22.847368
990   1  1 25.695420 22.842915 25.696949
991   1  1 25.738605 25.738868 28.512329
992   1  1 25.696406 25.695917  2.855378
993   1  1 25.698059 25.697301  5.710882
999   1  1 25.695420 25.696949 22.842915
1000  1  1 25.738140 25.739279 25.739279
1001  1  1  1.412243  1.411969  1.411969
1002  1  1  1.427254  1.426572  4.281729
1008  1  1  1.426318  1.427498 21.416309
1009  1  1  1.411580  1.412802 24.286235
1010  1  1  1.421264  1.421737 27.125677
1011  1  1  1.427254  4.281729  1.426572
1019  1  1  1.427122  4.282629 24.270693
1020  1  1  1.427310  4.282513 27.125275
1071  1  1  1.426318 21.416309  1.427498
1079  1  1  1.425295 21.417401 24.272520
1080  1  1  1.425604 21.416527 27.126329
1081  1  1  1.411580 24.286235  1.412802
1082  1  1  1.427122 24.270693  4.282629
1088  1  1  1.425295 24.272520 21.417401
1089  1  1  1.410271 24.287544 24.287544
1090  1  1  1.420013 24.277802 27.126439
1091  1  1  1.421264 27.125677  1.421737
1092  1  1  1.427310 27.125275  4.282513
1098  1  1  1.425604 27.126329 21.416527
1099  1  1  1.420013 27.126439 24.277802
1100  1  1  1.466213 27.126290 27.126290
1101  1  1  4.282314  1.427047  1.427047
1109  1  1  4.281506  1.427498 24.271497
1110  1  1  4.282379  1.427466 27.125760
1181  1  1  4.281506 24.271497  1.427498
1189  1  1  4.280414 24.272520 24.272520
1190  1  1  4.281288 24.272211 27.126329
1191  1  1  4.282379 27.125760  1.427466
1199  1  1  4.281288 27.126329 24.272211
1200  1  1  4.285320 27.126213 27.126213
1701  1  1 21.416584  1.426202  1.426202
1709  1  1 21.416085  1.426572 24.270560
