,idav,barrier,prefactor,ebias,dmag,dmax,dsum,dsumr,dmagfi,dmaxfi,dsumfi,dsumrfi,isConnect,probability,isSel
0,0,0.091,10.000,-0.548,0.419,0.378,0.403,0.274,1.217,1.164,1.153,0.369,1,50.000,0
1,0,0.091,10.000,-0.548,0.419,0.378,0.403,0.274,1.217,1.164,1.153,0.369,1,50.000,1
