,idav,barrier,prefactor,ebias,dmag,dmax,dsum,dsumr,dmagfi,dmaxfi,dsumfi,dsumrfi,isConnect,probability,isSel
0,0,0.641,1.000,0.550,0.868,0.805,0.626,0.221,1.217,1.165,1.073,0.346,1,20.291,1
1,0,0.642,1.000,0.550,0.867,0.805,0.503,0.179,1.216,1.164,1.004,0.324,1,19.999,0
2,0,0.642,1.000,0.550,0.868,0.805,0.592,0.209,1.217,1.164,1.055,0.340,1,19.999,0
3,1,0.642,1.000,0.550,0.868,0.806,0.705,0.254,1.217,1.165,1.128,0.367,1,19.999,0
4,1,0.643,1.000,0.550,0.865,0.805,0.447,0.166,1.215,1.164,0.986,0.330,1,19.711,0
